population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Eritrea,Male,All ages,Other mental disorders,Percent,2023,0.0145605552490395,0.018369062240422,0.0113193621642345
All Population,Prevalence,Eritrea,Female,All ages,Other mental disorders,Percent,2023,0.0097625553884604,0.0125308937563485,0.0075411070147807
All Population,Prevalence,Zambia,Male,All ages,Schizophrenia,Percent,2023,0.0019450366350692,0.0024586689289899,0.0014755208398515
All Population,Prevalence,Zambia,Female,All ages,Schizophrenia,Percent,2023,0.0020072845318425,0.002525353785004,0.0015188795265599
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Depressive disorders,Percent,2023,0.0258929161720868,0.0320605327097267,0.020964076020426
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Depressive disorders,Percent,2023,0.038663933987957,0.0475642923791085,0.0316970443768117
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Bipolar disorder,Percent,2023,0.0071777585081173,0.0090742100436785,0.0055659803629738
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Bipolar disorder,Percent,2023,0.0079758956735786,0.0103805515413909,0.0063406563889062
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Anxiety disorders,Percent,2023,0.0834308792800699,0.1076828072184705,0.0622669757752519
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Anxiety disorders,Percent,2023,0.1273720189536706,0.1587430043902886,0.0956361907732182
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Eating disorders,Percent,2023,0.0022157641614944,0.0030473977342899,0.0016517192033346
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Eating disorders,Percent,2023,0.0065325332601358,0.0089659938693004,0.0049733376554777
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Autism spectrum disorders,Percent,2023,0.0097865075781617,0.0171140249158848,0.0051185627645508
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Autism spectrum disorders,Percent,2023,0.0034572636716184,0.0061479642314827,0.0018167613376019
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0265849675160377,0.0370361510328746,0.0190033454001051
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0105431781352197,0.0145100927402759,0.0073831400989488
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Conduct disorder,Percent,2023,0.0082576758158943,0.0101892463630123,0.006351853613595
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Conduct disorder,Percent,2023,0.0040908674140373,0.0054421979940324,0.0028471465883139
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0053881128093487,0.0114363209570451,0.0018132365810798
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0049461590091235,0.0094826216606791,0.0022385277994599
All Population,Prevalence,Bolivia (Plurinational State of),Male,All ages,Other mental disorders,Percent,2023,0.0180831313128106,0.0227374641442409,0.0141205736902101
All Population,Prevalence,Bolivia (Plurinational State of),Female,All ages,Other mental disorders,Percent,2023,0.0125296654124984,0.0159807162006829,0.0098145053684701
All Population,Prevalence,Nicaragua,Male,All ages,Conduct disorder,Percent,2023,0.0091258236052512,0.01148649628659,0.0069904535679847
All Population,Prevalence,Nicaragua,Female,All ages,Conduct disorder,Percent,2023,0.0044865973228602,0.0059750021355282,0.003142452030751
All Population,Prevalence,Nicaragua,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0047292542417524,0.0102221277287173,0.0013295866826568
All Population,Prevalence,Nicaragua,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0040621247519646,0.0079935686480638,0.0016517453173391
All Population,Prevalence,Nicaragua,Male,All ages,Other mental disorders,Percent,2023,0.0176432120070048,0.0222462125662975,0.0136810748611409
All Population,Prevalence,Nicaragua,Female,All ages,Other mental disorders,Percent,2023,0.0123796722967814,0.0158192763114861,0.0096743507192844
All Population,Prevalence,Maldives,Male,All ages,Schizophrenia,Percent,2023,0.0045197107582702,0.0057660882235664,0.0035147248966896
All Population,Prevalence,Maldives,Female,All ages,Schizophrenia,Percent,2023,0.0033450420214376,0.0042340087625246,0.0025699799217421
All Population,Prevalence,Belize,Male,All ages,Schizophrenia,Percent,2023,0.0032681880549118,0.0040732332179726,0.0025695181030111
All Population,Prevalence,Belize,Female,All ages,Schizophrenia,Percent,2023,0.0031166592931675,0.0039455555774208,0.0023941790977984
All Population,Prevalence,Belize,Male,All ages,Depressive disorders,Percent,2023,0.0293110761709393,0.0361466121161415,0.0237699799136379
All Population,Prevalence,Belize,Female,All ages,Depressive disorders,Percent,2023,0.053021405216017,0.0640260758738806,0.0436665357307719
All Population,Prevalence,Papua New Guinea,Male,All ages,Autism spectrum disorders,Percent,2023,0.0102201543332133,0.0194104952077151,0.0052256684736052
All Population,Prevalence,Papua New Guinea,Female,All ages,Autism spectrum disorders,Percent,2023,0.0036682803170294,0.0065132781277981,0.0019581973754671
All Population,Prevalence,Papua New Guinea,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0144037669810122,0.0200866811907634,0.0098958746867147
All Population,Prevalence,Papua New Guinea,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.005239583653246,0.0073710721936871,0.0036561929088462
All Population,Prevalence,Papua New Guinea,Male,All ages,Conduct disorder,Percent,2023,0.007786004826177,0.0097503844399113,0.0058199300229679
All Population,Prevalence,Papua New Guinea,Female,All ages,Conduct disorder,Percent,2023,0.0035757616766318,0.0047968900546753,0.0024347362926253
All Population,Prevalence,Papua New Guinea,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0062287417212058,0.013484024944799,0.0019756661678244
All Population,Prevalence,Papua New Guinea,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0068964744560669,0.0124133511812366,0.0028325078754095
All Population,Prevalence,Papua New Guinea,Male,All ages,Other mental disorders,Percent,2023,0.0146062717782912,0.0183980962286818,0.0112646303874574
All Population,Prevalence,Papua New Guinea,Female,All ages,Other mental disorders,Percent,2023,0.0099380379176588,0.0128081392417121,0.0076837440065376
All Population,Prevalence,Türkiye,Male,All ages,Schizophrenia,Percent,2023,0.0032419634480556,0.0040310355226141,0.0025878119388425
All Population,Prevalence,Türkiye,Female,All ages,Schizophrenia,Percent,2023,0.0029442289918282,0.0036605820491579,0.0023618840641799
All Population,Prevalence,Türkiye,Male,All ages,Depressive disorders,Percent,2023,0.0348777687849701,0.0403654239347344,0.0306612443785673
All Population,Prevalence,Türkiye,Female,All ages,Depressive disorders,Percent,2023,0.0780580268731111,0.0882605171173041,0.0693632872550764
All Population,Prevalence,Spain,Male,All ages,Depressive disorders,Percent,2023,0.0360009193381535,0.0410234479008734,0.0319662292738608
All Population,Prevalence,Spain,Female,All ages,Depressive disorders,Percent,2023,0.0580006595143294,0.0652357900109973,0.0521404982823995
All Population,Prevalence,Spain,Male,All ages,Bipolar disorder,Percent,2023,0.0064475902362245,0.0080273396742147,0.0050744063839402
All Population,Prevalence,Spain,Female,All ages,Bipolar disorder,Percent,2023,0.0079484618814202,0.009868052837458,0.0062843410921877
All Population,Prevalence,Spain,Male,All ages,Anxiety disorders,Percent,2023,0.0716092607995722,0.0878901608473538,0.0548902856387035
All Population,Prevalence,Spain,Female,All ages,Anxiety disorders,Percent,2023,0.1047302687102119,0.1289756605622766,0.0801543996803018
All Population,Prevalence,Spain,Male,All ages,Eating disorders,Percent,2023,0.0026787670754394,0.0035390800728292,0.0020072689452828
All Population,Prevalence,Spain,Female,All ages,Eating disorders,Percent,2023,0.0070943100398449,0.009004541478659,0.0056798351144683
All Population,Prevalence,Spain,Male,All ages,Autism spectrum disorders,Percent,2023,0.0147892780020682,0.0250598354789915,0.0091596959814128
All Population,Prevalence,Spain,Female,All ages,Autism spectrum disorders,Percent,2023,0.0033985314062464,0.0049335823214876,0.0023000205871994
All Population,Prevalence,Spain,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0242113548560011,0.0306247057027634,0.0183000757185877
All Population,Prevalence,Spain,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0098934479958753,0.0121894724207495,0.0077401910077186
All Population,Prevalence,Spain,Male,All ages,Conduct disorder,Percent,2023,0.0049428452060355,0.0060934227407319,0.0037191138214736
All Population,Prevalence,Spain,Female,All ages,Conduct disorder,Percent,2023,0.002291334598195,0.0030126555205899,0.0016014421148599
All Population,Prevalence,Spain,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0058372515951193,0.0119352554481918,0.0017606942748411
All Population,Prevalence,Spain,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.006173745185786,0.0102522732224911,0.0029933653034267
All Population,Prevalence,Spain,Male,All ages,Other mental disorders,Percent,2023,0.0269540388289505,0.0335861086570077,0.0209322323878247
All Population,Prevalence,Spain,Female,All ages,Other mental disorders,Percent,2023,0.0180045524852018,0.0222121295649902,0.014128546304433
All Population,Prevalence,Gabon,Male,All ages,Conduct disorder,Percent,2023,0.0094269413485214,0.0117487146641131,0.0072364844237523
All Population,Prevalence,Gabon,Female,All ages,Conduct disorder,Percent,2023,0.0050328510562704,0.0067519402733401,0.0035205573279902
All Population,Prevalence,Algeria,Male,All ages,Bipolar disorder,Percent,2023,0.0067387215218331,0.0086083136709098,0.005295269072415
All Population,Prevalence,Algeria,Female,All ages,Bipolar disorder,Percent,2023,0.0071945425164582,0.0092195061185315,0.0056493715204791
All Population,Prevalence,Algeria,Male,All ages,Anxiety disorders,Percent,2023,0.0481508204580855,0.0613660253816402,0.038183118801186
All Population,Prevalence,Algeria,Female,All ages,Anxiety disorders,Percent,2023,0.0533128714756325,0.0654743386566878,0.0421451773446616
All Population,Prevalence,Algeria,Male,All ages,Eating disorders,Percent,2023,0.0017662621435282,0.0024416538620957,0.0012920285313618
All Population,Prevalence,Algeria,Female,All ages,Eating disorders,Percent,2023,0.0037796523887459,0.0050924022334318,0.0028567380130999
All Population,Prevalence,Algeria,Male,All ages,Autism spectrum disorders,Percent,2023,0.0112328911918289,0.0183081004103434,0.0064326983040542
All Population,Prevalence,Algeria,Female,All ages,Autism spectrum disorders,Percent,2023,0.0045843255260652,0.0074732483970273,0.0026068617140603
All Population,Prevalence,Algeria,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0172357603917246,0.0230258953856131,0.0127108981785663
All Population,Prevalence,Algeria,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0051052696619212,0.0071446857267952,0.0036948281965041
All Population,Prevalence,Algeria,Male,All ages,Conduct disorder,Percent,2023,0.0061247325515705,0.0079507586800919,0.0045799802815936
All Population,Prevalence,Algeria,Female,All ages,Conduct disorder,Percent,2023,0.0024769753604542,0.0032946683520826,0.0017136359997036
All Population,Prevalence,Algeria,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0068661631720142,0.0138619080573056,0.0025007036962879
All Population,Prevalence,Algeria,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0062622995900871,0.0117828204368803,0.002719218277083
All Population,Prevalence,Oman,Male,All ages,Bipolar disorder,Percent,2023,0.0073007685333686,0.0096950285717055,0.0057650546212581
All Population,Prevalence,Oman,Female,All ages,Bipolar disorder,Percent,2023,0.0067142338268017,0.0088261987139887,0.0053115380866402
All Population,Prevalence,Oman,Male,All ages,Anxiety disorders,Percent,2023,0.0492463101336348,0.0612870803280039,0.0397974644505624
All Population,Prevalence,Oman,Female,All ages,Anxiety disorders,Percent,2023,0.0664479715977084,0.0826992286524905,0.0522412848389707
All Population,Prevalence,Oman,Male,All ages,Eating disorders,Percent,2023,0.00316615521069,0.0043667385398201,0.0023354752974222
All Population,Prevalence,Oman,Female,All ages,Eating disorders,Percent,2023,0.005714580919617,0.0077943821407939,0.0042937827832523
All Population,Prevalence,Oman,Male,All ages,Autism spectrum disorders,Percent,2023,0.0103744350618847,0.0161425455299883,0.0063768667311638
All Population,Prevalence,Oman,Female,All ages,Autism spectrum disorders,Percent,2023,0.0045514766002864,0.007718078133961,0.0025659959372698
All Population,Prevalence,Oman,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.017016224884328,0.0228062230148017,0.0122081308116905
All Population,Prevalence,Oman,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.005520408168801,0.0076841688361021,0.0040013990502744
All Population,Prevalence,Panama,Male,All ages,Bipolar disorder,Percent,2023,0.0072053432271718,0.0094057163599786,0.0055216936704791
All Population,Prevalence,Panama,Female,All ages,Bipolar disorder,Percent,2023,0.008816745661115,0.0111570460421753,0.0070279323275373
All Population,Prevalence,Panama,Male,All ages,Anxiety disorders,Percent,2023,0.0421920167792728,0.0528177289894967,0.0316019825146565
All Population,Prevalence,Panama,Female,All ages,Anxiety disorders,Percent,2023,0.0691240992616754,0.086623578477826,0.0527747443640018
All Population,Prevalence,Panama,Male,All ages,Eating disorders,Percent,2023,0.0026130157215402,0.0035350229027303,0.0019353188300707
All Population,Prevalence,Panama,Female,All ages,Eating disorders,Percent,2023,0.006048895702737,0.0082613313424997,0.0046233315026589
All Population,Prevalence,Panama,Male,All ages,Autism spectrum disorders,Percent,2023,0.0109622063471616,0.0185506430556253,0.0059502904805092
All Population,Prevalence,Panama,Female,All ages,Autism spectrum disorders,Percent,2023,0.0040024755899434,0.00696776949377,0.0021274603115368
All Population,Prevalence,Panama,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.016558085130392,0.0227411611597345,0.0116435488695448
All Population,Prevalence,Panama,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.006311627772638,0.0089598093945486,0.0043755429803238
All Population,Prevalence,Panama,Male,All ages,Conduct disorder,Percent,2023,0.0080679111101454,0.0101531019592863,0.0061855849226067
All Population,Prevalence,Panama,Female,All ages,Conduct disorder,Percent,2023,0.0040618631885846,0.0054085521195687,0.0028464928352897
All Population,Prevalence,Panama,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0043878989606594,0.0096674008103671,0.001346034559803
All Population,Prevalence,Panama,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0038940277030478,0.0074147890965918,0.001817678689045
All Population,Prevalence,Panama,Male,All ages,Other mental disorders,Percent,2023,0.0197534052502448,0.0247629387892362,0.0154472804386121
All Population,Prevalence,Panama,Female,All ages,Other mental disorders,Percent,2023,0.0135217400931872,0.0172537581697699,0.0106516377587521
All Population,Prevalence,Bangladesh,Male,All ages,Schizophrenia,Percent,2023,0.0041959214513434,0.0051515214457362,0.003270179011639
All Population,Prevalence,Bangladesh,Female,All ages,Schizophrenia,Percent,2023,0.0036579325036218,0.0045129939978637,0.0028489226596498
All Population,Prevalence,Gabon,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0023196662148198,0.0065504630636321,0.0002932016063089
All Population,Prevalence,Gabon,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0023830376976497,0.0052823702635279,0.0005501185248796
All Population,Prevalence,Gabon,Male,All ages,Other mental disorders,Percent,2023,0.0155727546549812,0.0196365035979368,0.012054274500143
All Population,Prevalence,Gabon,Female,All ages,Other mental disorders,Percent,2023,0.010509250379957,0.0134772293405447,0.0081504601957752
All Population,Prevalence,Fiji,Male,All ages,Schizophrenia,Percent,2023,0.0035308435613499,0.0043838262470624,0.0027585279738334
All Population,Prevalence,Fiji,Female,All ages,Schizophrenia,Percent,2023,0.0030112476815885,0.0037114689962167,0.0023598007988426
All Population,Prevalence,Russian Federation,Male,All ages,Schizophrenia,Percent,2023,0.0028307684403773,0.0033093225721697,0.0024163343447012
All Population,Prevalence,Russian Federation,Female,All ages,Schizophrenia,Percent,2023,0.002471408283257,0.0028717953968728,0.0020988068100827
All Population,Prevalence,Russian Federation,Male,All ages,Depressive disorders,Percent,2023,0.0363955457609026,0.0442197023770035,0.0309256933348457
All Population,Prevalence,Russian Federation,Female,All ages,Depressive disorders,Percent,2023,0.0598463525383304,0.0708643619188215,0.0513798072994629
All Population,Prevalence,Chad,Male,All ages,Schizophrenia,Percent,2023,0.0016830018706482,0.0021115250234012,0.0012640065263368
All Population,Prevalence,Chad,Female,All ages,Schizophrenia,Percent,2023,0.0017825225105167,0.0022728475168931,0.0013508758847368
All Population,Prevalence,Cuba,Male,All ages,Schizophrenia,Percent,2023,0.0044265357684905,0.005415196940038,0.0034884972290999
All Population,Prevalence,Cuba,Female,All ages,Schizophrenia,Percent,2023,0.0039595413091817,0.00484296767135,0.0031787182389271
All Population,Prevalence,Cuba,Male,All ages,Depressive disorders,Percent,2023,0.0326395648429597,0.0400216333295753,0.0266741050215351
All Population,Prevalence,Cuba,Female,All ages,Depressive disorders,Percent,2023,0.0569421520228114,0.0691517119936132,0.0466344358304404
All Population,Prevalence,Samoa,Male,All ages,Conduct disorder,Percent,2023,0.008642242972763,0.0108822560396525,0.006421928727792
All Population,Prevalence,Samoa,Female,All ages,Conduct disorder,Percent,2023,0.0038113214180844,0.0050915264434543,0.0025851513580221
All Population,Prevalence,Samoa,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0049497830531689,0.0104848130030977,0.0014124696660518
All Population,Prevalence,Samoa,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0058132470955552,0.010680102185194,0.0026745343242246
All Population,Prevalence,Samoa,Male,All ages,Other mental disorders,Percent,2023,0.0153077104876682,0.0191626306439703,0.0119976280393819
All Population,Prevalence,Samoa,Female,All ages,Other mental disorders,Percent,2023,0.0106560596419098,0.0135654993177134,0.008344106960917
All Population,Prevalence,Kenya,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0223512016061583,0.0317698593895834,0.0152828282271977
All Population,Prevalence,Kenya,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0085553186912652,0.0121509460475267,0.0057550253911119
All Population,Prevalence,Kenya,Male,All ages,Conduct disorder,Percent,2023,0.0117312640991478,0.0144970218010286,0.0090043927640358
All Population,Prevalence,Kenya,Female,All ages,Conduct disorder,Percent,2023,0.0060391690317233,0.00796460691406,0.0042480064679122
All Population,Prevalence,Kenya,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0030676076940054,0.0077728795615686,0.0006015790768277
